"Palabra clave",Dificultad,Posición,"Posición anterior","Posición de las Funciones SERP","Vol. de búsqueda","Intención de búsqueda","Funciones SERP",Competencia,CPC,URL,Tráfico,"Cuota del tráfico","Coste del tráfico"
"reducir jornada",5,57,57,,40,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/reduccion-jornada-laboral,0,0,0
"trabajador recursos humanos",9,60,60,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0.2,0.03,https://www.openhr.cloud/blog/recursos-humanos-funciones-dentro-de-la-empresa,0,0,0
"online organigrama",34,15,15,,10,I,"Vídeo, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/organigrama-corporativo,0,0,0
"club empleado",19,57,57,,20,"I, N","Enlaces del sitio, Imágenes, Búsquedas relacionadas",0,1,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"portal once es empleado",17,34,34,,10,I,"Búsquedas relacionadas",0,0.24,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"portal empleado madrid",8,63,63,,10,I,"Vídeo, Imágenes, Búsquedas relacionadas",0.02,0.21,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"building team",20,98,98,,10,"L, C","Resultados locales, Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Panel de información, Búsquedas relacionadas",0.31,0.94,https://www.openhr.cloud/blog/team-building,0,0,0
"gestion docum",33,45,45,,30,I,"Reseñas, Preguntas relacionadas, Panel de información, Bloque de videos, Búsquedas relacionadas",0.25,1.16,https://www.openhr.cloud/blog/funciones-software-de-gestion-documental-y-firma-digital,0,0,0
"jornadas intensivas",7,57,57,,20,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/jornada-intensiva-puede-beneficiar-a-mi-empresa,0,0,0
"que es el rrhh",23,13,13,,50,I,"Fragmentos destacados, Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0.02,0,https://www.openhr.cloud/blog/recursos-humanos-funciones-dentro-de-la-empresa,0,0,0
"evaluar el desempeño",26,24,24,,30,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.06,0,https://www.openhr.cloud/blog/evaluacion-del-desempeno,0,0,0
"evaluacion y desempeño",27,19,19,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.22,1.19,https://www.openhr.cloud/blog/evaluacion-del-desempeno,0,0,0
"evaluacion y desempeño",27,1,1,"Vistas creadas con IA",10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.22,1.19,"https://www.openhr.cloud/blog/evaluacion-del-desempeno#:~:text=evaluaci%C3%B3n%20del%20desempe%C3%B1o-,%C2%BFQu%C3%A9%20es%20una%20evaluaci%C3%B3n%20del%20desempe%C3%B1o?,creadas%20en%20torno%20a%20ellas.",0,0,0
"un organigrama de una empresa pequeña",9,8,8,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"seleccion de personal en empresas",23,37,37,,20,I,"Reseñas, Vídeo, Preguntas relacionadas, Vistas creadas con IA, Búsquedas relacionadas",0.34,0,https://www.openhr.cloud/blog/seleccion-personal,0,0,0
"seleccion de personal empresas",21,101,101,,20,"L, C","Resultados locales, Reseñas, Vídeo, Búsquedas relacionadas",0.34,0,https://www.openhr.cloud/blog/seleccion-personal,0,0,0
"seleccion del personal de una empresa",15,23,23,,20,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0.34,0,https://www.openhr.cloud/blog/seleccion-personal,0,0,0
"seleccion personal de una empresa",20,1,1,"Vistas creadas con IA",20,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.34,0,https://www.openhr.cloud/blog/seleccion-personal,0,0,0
"seleccion de personal en las empresas",13,43,43,,20,"L, C","Resultados locales, Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas, Imagen",0.34,0,https://www.openhr.cloud/blog/seleccion-personal,0,0,0
"jornada intensiva 2023",10,50,50,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA",0,0,https://www.openhr.cloud/blog/jornada-intensiva-puede-beneficiar-a-mi-empresa,0,0,0
"jornada intensiva verano 2023",7,80,80,,10,I,"Reseñas, Preguntas relacionadas, Vistas creadas con IA",0,0,https://www.openhr.cloud/blog/jornada-intensiva-puede-beneficiar-a-mi-empresa,0,0,0
"planes de formacion empresas",39,40,27,,140,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.32,1.31,https://www.openhr.cloud/blog/claves-para-crear-tu-plan-de-formacion,0,0,0
"cena empresa navidad 2022",4,79,79,,10,"L, C","Reseñas, Vídeo, Preguntas relacionadas, Imágenes, GBP, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/importancia-de-la-cena-de-navidad-en-tu-empresa,0,0,0
"funciones rrhh",16,27,27,,40,I,"Fragmentos destacados, Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0.06,0,https://www.openhr.cloud/blog/recursos-humanos-funciones-dentro-de-la-empresa,0,0,0
"causas de absentismo",7,32,32,,0,"I, N","Reseñas, Enlaces del sitio, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/absentismo-laboral,0,0,0
"evaluacion de personal concepto",23,58,58,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/evaluacion-del-desempeno,0,0,0
"archivo del personal de una empresa",11,95,95,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA",0,0,https://www.openhr.cloud/blog/gestion-documental,0,0,0
"que hacer en una cena navidad",13,87,87,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/importancia-de-la-cena-de-navidad-en-tu-empresa,0,0,0
"una cena navidad sencilla",10,66,66,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Recetas, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/importancia-de-la-cena-de-navidad-en-tu-empresa,0,0,0
"plantilla excel horario personal",19,65,65,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://lp.openhr.cloud/es/plantilla-excel-control-horario,0,0,0
"horario trabajadores excel",7,92,92,,20,I,"Reseñas, Vídeo, Imágenes, Búsquedas relacionadas",0.28,0,https://lp.openhr.cloud/es/plantilla-excel-control-horario,0,0,0
"acelerapyme gob es registro pyme",46,70,70,,10,I,"Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/programa-kit-digital-de-ayudas-para-la-digitalizacion-de-las-pymes,0,0,0
"solucionar bajas laborales",6,36,36,,0,I,"Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/baja-laboral,0,0,0
"como se gestiona una baja laboral",20,79,79,,30,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.03,0,https://www.openhr.cloud/blog/baja-laboral,0,0,0
"what does annual leave mean",47,90,90,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Preguntas Frecuentes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/en/blog/annual-leave/,0,0,0
"ministerio de trabajo evaluacion del desempeño",29,55,55,,10,I,"Vídeo, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/evaluacion-del-desempeno,0,0,0
"que son organigramas y para que sirve",13,59,59,,0,I,"Fragmentos destacados, Reseñas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"portal empleado denario",7,74,74,,10,"L, C","Reseñas, Vídeo, Imágenes, GBP, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"crear pagina empleo",17,19,19,,0,"I, N","Reseñas, Enlaces del sitio, Preguntas relacionadas, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/como-crear-una-pagina-de-empleo,0,0,0
"como calculo mis horas extras",7,97,97,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Preguntas Frecuentes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/horas-extras,0,0,0
"descubre las estrategias claves para una gestión efectiva del tiempo",23,84,84,,0,I,"Fragmentos destacados, Reseñas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/gestion-del-tiempo,0,0,0
"políticas de trabajo flexible",8,79,79,,0,I,"Reseñas, Preguntas relacionadas, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/flexibilidad-laboral,0,0,0
"gestión del empleado",5,42,47,Reseñas,70,I,"Reseñas, Vídeo, Imágenes, Búsquedas relacionadas",0.24,1.06,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"inteligencia artificial rrhh",48,56,56,,20,I,"Reseñas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.62,0,https://www.openhr.cloud/blog/inteligencia-artificial-recursos-humanos,0,0,0
"inteligencia artificial recursos humanos",52,42,42,,30,I,"Reseñas, Vídeo, Vistas creadas con IA, Búsquedas relacionadas",0.63,4.01,https://www.openhr.cloud/blog/inteligencia-artificial-recursos-humanos,0,0,0
"caracteristicas del absentismo laboral",7,18,18,,10,I,"Reseñas, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/absentismo-laboral,0,0,0
"caracteristicas del absentismo laboral",7,1,1,"Vistas creadas con IA",10,I,"Reseñas, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/absentismo-laboral,0,0,0
"taller de prevencion de burn out",5,81,81,,0,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Anuncios al final",0,0,https://www.openhr.cloud/blog/sindrome-de-burnout-como-identificarlo-y-prevenirlo,0,0,0
"ia para rrhh",37,79,79,,50,I,"Reseñas, Vídeo, Imágenes, Anuncios al final, Búsquedas relacionadas",0.82,1.92,https://www.openhr.cloud/blog/inteligencia-artificial-recursos-humanos,0,0,0
"mapeo del talento",7,9,9,,0,I,"Reseñas, Preguntas relacionadas, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/talent-map-mapa-de-talento,0,0,0
"que se hace en una cena navidad",13,93,93,,10,I,"Reseñas, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/importancia-de-la-cena-de-navidad-en-tu-empresa,0,0,0
"herramienta evaluación de empleados",16,97,97,,0,"I, N","Reseñas, Enlaces del sitio, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/evaluacion-del-desempeno-y-objetivos,0,0,0
"decisiones de contratacion",8,96,96,,0,I,"Reseñas, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/seleccion-personal,0,0,0
"ia en rrhh",29,77,79,,50,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.63,1.63,https://www.openhr.cloud/blog/inteligencia-artificial-recursos-humanos,0,0,0
"tecnología rrhh",8,96,96,,0,I,"Reseñas, Preguntas relacionadas, Vistas creadas con IA",0,0,https://www.openhr.cloud/blog/tecnologia-en-la-gestion-del-talento-hacia-el-futuro-de-la-gestin-de-recursos-humanos,0,0,0
"desarrollo de talentos",5,24,20,,110,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Panel de información, Vistas creadas con IA, Búsquedas relacionadas",0.15,1,https://www.openhr.cloud/blog/desarrollo-talento,0,0,0
"mejorar comunicacion interna",8,92,92,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/comunicacion-interna,0,0,0
"causas del absentismo laboral",8,17,17,,40,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.07,0,https://www.openhr.cloud/blog/absentismo-laboral,0,0,0
"prohibido fichar con huella dactilar",5,61,61,,20,I,,0.03,0,https://www.openhr.cloud/blog/fichar-con-huella-dactilar,0,0,0
"como hacer la cena navidad",14,83,83,,0,I,"Imágenes, Recetas, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/importancia-de-la-cena-de-navidad-en-tu-empresa,0,0,0
"feedback empleado",10,56,56,Imágenes,0,"I, N","Reseñas, Enlaces del sitio, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/feedback-a-empleados,0,0,0
"feedback empleado",10,13,13,,0,"I, N","Reseñas, Enlaces del sitio, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/feedback-a-empleados,0,0,0
"seleccion de personal hr",23,13,13,,0,"I, N","Reseñas, Enlaces del sitio, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/seleccion-personal,0,0,0
"talento seleccion personal",39,20,20,,0,I,"Reseñas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/atraccion-del-talento-vs-reclutamiento-de-personal-cual-elegir,0,0,0
"talento seleccion personal",39,12,12,,0,I,"Reseñas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/seleccion-personal,0,0,0
"optimización de tus recursos",6,85,85,,0,I,"Fragmentos destacados, Reseñas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/optimizar-gestion-de-gastos,0,0,0
"itma portal del empleado",11,26,26,,30,I,"Reseñas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"gesgrup portal trabajador",9,28,28,Imágenes,20,I,"Reseñas, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"micromanagement ejemplos",6,79,79,,20,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA",0.01,0,https://www.openhr.cloud/blog/micromanagement-que-es-y-como-evitarlo,0,0,0
"portal dia group empleado",14,75,,Imágenes,390,I,"Reseñas, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"portal dia group empleado",14,37,,Imágenes,390,I,"Reseñas, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"adam foods portal del empleado",13,37,37,Imágenes,10,I,"Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"elementos humanos de una empresa ejemplos",7,1,1,"Vistas creadas con IA",10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,"https://www.openhr.cloud/blog/recursos-humanos-funciones-dentro-de-la-empresa#:~:text=proceso%20de%20contrataci%C3%B3n.-,Roles%20en%20Recursos%20Humanos%20seg%C3%BAn%20su%20funci%C3%B3n,de%20trabajo%20de%20nuestros%20empleados.",0,0,0
"elementos humanos de una empresa ejemplos",7,25,25,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/recursos-humanos-funciones-dentro-de-la-empresa,0,0,0
"encuesta de clima laboral ejemplos",4,43,45,,70,I,"Reseñas, Vídeo, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.18,0.72,https://www.openhr.cloud/blog/encuestas-de-clima-laboral,0,0,0
"control horario amazon",11,28,28,,20,C,"Reseñas, Enlaces del sitio, Vídeo, Preguntas relacionadas, Imágenes, Resultados de compras, Encontrar resultados en, Búsquedas relacionadas",1,0.33,https://www.openhr.cloud/blog/control-horario,0,0,0
"cuantas horas anuales son 37 5 horas semanales",21,74,74,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/reduccion-jornada-laboral-espana-37.5-horas,0,0,0
"malas condiciones laborales ejemplos",10,89,89,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/insatisfaccion-laboral,0,0,0
"7 ejemplos de recursos humanos",21,96,96,,50,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/recursos-humanos-funciones-dentro-de-la-empresa,0,0,0
"10 ejemplos de recursos humanos",16,86,86,,10,I,"Reseñas, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/las-10-imprescindibles-herramientas-de-recursos-humanos,0,0,0
"horas extras precio españa 2023",5,78,78,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/horas-extras,0,0,0
"fases de un plan de carrera",16,37,37,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/planes-de-carrera,0,0,0
"áreas de empresa",12,1,1,"Vistas creadas con IA",20,I,"Vídeo, Preguntas relacionadas, Imágenes, Panel de información, Vistas creadas con IA, Búsquedas relacionadas",0,0,"https://www.openhr.cloud/blog/los-10-perfiles-profesionales-que-mas-demandan-los-departamentos-de-rrhh#:~:text=Se%20centra%20en%20la%20parte%20m%C3%A1s%20administrativa,contratos%2C%20renovaciones%20de%20empleados%2C%20entre%20otras%20responsabilidades.",0,0,0
"jornada intensiva obligatoria",7,90,90,,20,I,"Reseñas, Vídeo, Preguntas relacionadas, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/jornada-intensiva-puede-beneficiar-a-mi-empresa,0,0,0
"egestion del empleado",11,12,16,Reseñas,50,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0.07,0,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"estudio pormenorizado significado",14,11,11,,10,I,"Reseñas, Preguntas relacionadas, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/recursos-humanos-funciones-dentro-de-la-empresa,0,0,0
"portal empleado compass group",15,59,,Imágenes,70,I,"Reseñas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"como se pagan las horas extras en fin de semana",6,1,1,"Vistas creadas con IA",10,I,"Reseñas, Preguntas relacionadas, Vistas creadas con IA, Búsquedas relacionadas",0,0,"https://www.openhr.cloud/blog/horas-extras#:~:text=Por%20ejemplo%2C%20si%20la%20tarifa%20de%20pago,la%20tarifa%20de%20pago%20por%20hora%20extra.",0,0,0
"como acceder al portal del empleado",19,80,80,,30,I,"Reseñas, Vídeo, Preguntas relacionadas, Vistas creadas con IA, Búsquedas relacionadas",0.01,0,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"rr hh o rrhh",10,58,58,,30,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Encontrar resultados en, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/recursos-humanos-funciones-dentro-de-la-empresa,0,0,0
"rr.hh o rrhh",10,76,76,,30,I,"Reseñas, Vídeo, Preguntas relacionadas, Encontrar resultados en, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/recursos-humanos-funciones-dentro-de-la-empresa,0,0,0
"rrhh significado siglas",9,83,83,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/recursos-humanos-funciones-dentro-de-la-empresa,0,0,0
"personal hiring que es",8,30,30,,40,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/seleccion-y-reclutamiento-de-personal,0,0,0
"que hacen en recursos humanos de una empresa",22,1,1,"Vistas creadas con IA",10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,"https://www.openhr.cloud/blog/recursos-humanos-funciones-dentro-de-la-empresa#:~:text=HRIS%20Analyst%20/%20Admin%20(Sistemas%20de,las%20necesidades%20humanas%20del%20departamento.",0,0,0
"que hacen en recursos humanos de una empresa",22,24,24,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/recursos-humanos-funciones-dentro-de-la-empresa,0,0,0
"lunes a domingo turnos rotativos 5 personas",6,86,86,,50,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.48,0.76,https://www.openhr.cloud/blog/turnos-rotativos-ventajas-y-desventajas,0,0,0
"lunes a domingo turnos rotativos 6 personas",7,69,69,,20,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.4,0.84,https://www.openhr.cloud/blog/turnos-rotativos-ventajas-y-desventajas,0,0,0
"sig altran portal del empleado",5,7,7,Imágenes,10,I,"Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"bpx portal del empleado",4,41,,Imágenes,70,I,"Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"consecución de objetivos ejemplos",10,62,62,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/evaluacion-de-objetivos-que-es-y-como-llevarla-a-cabo-en-tu-empresa,0,0,0
"reuniones one to one preguntas",6,23,23,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/reuniones-one-to-one-que-son-y-consejos-para-implementarlas,0,0,0
"como registrar las horas extras",17,41,41,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/horas-extras,0,0,0
"registro horas extras excel",8,1,1,"Vistas creadas con IA",10,I,"Reseñas, Vídeo, Preguntas relacionadas, Vistas creadas con IA, Búsquedas relacionadas",0.5,0,"https://www.openhr.cloud/blog/horas-extras#:~:text=%C2%BFLa%20empresa%20puede%20obligar%20a%20realizar%20horas,Pro%20tip:%20calcula%20el%20total%20del%20salario:",0,0,0
"como controlar las horas extras en una empresa",16,27,27,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Vistas creadas con IA, Búsquedas relacionadas",0.28,0,https://www.openhr.cloud/blog/horas-extras,0,0,0
"que es el feedback en el trabajo",13,1,1,"Vistas creadas con IA",50,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.07,0.01,"https://www.openhr.cloud/blog/feedback-a-empleados#:~:text=Ofrecer%20herramientas%20y%20posibilidades%20de%20mejora.%20Un,la%20mejora%20de%20eso%20que%20no%20funcionaba.",0,0,0
"que es el feedback en el trabajo",13,26,26,,50,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.07,0.01,https://www.openhr.cloud/blog/feedback-a-empleados,0,0,0
"que es el feedback en el trabajo",13,1,1,"Vistas creadas con IA",50,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.07,0.01,https://www.openhr.cloud/blog/feedback-a-empleados,0,0,0
"solicitud reducción de jornada sin motivo",4,53,40,,90,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.01,0,https://www.openhr.cloud/blog/reduccion-jornada-laboral,0,0,0
"feedforward ejemplos",8,19,19,,20,I,"Reseñas, Vídeo, Preguntas relacionadas, Vistas creadas con IA, Búsquedas relacionadas",0.02,0,https://www.openhr.cloud/blog/feedforward-vs.-feedback-cual-es-la-diferencia-entre-ambos,0,0,0
"evaluación 360 por competencias",14,72,72,,10,I,"Fragmentos destacados, Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/evaluacion-del-desempeno,0,0,0
"evaluación 360 por competencias",14,95,95,,10,I,"Fragmentos destacados, Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/evaluacion-360-grados,0,0,0
"servex portal del empleado",2,38,38,Imágenes,20,I,"Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"portal nóminas empleado",17,80,46,Reseñas,90,I,"Reseñas, Preguntas relacionadas, Búsquedas relacionadas",0.04,0.42,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"openhr comfica",5,4,4,Imágenes,10,I,"Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0.07,0,https://www.openhr.cloud/,0,0,0
"openhr comfica",5,4,4,Imágenes,10,I,"Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0.07,0,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"openhr comfica",5,3,3,,10,I,"Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0.07,0,https://www.openhr.cloud/es/planes-y-precios,0,0,0
"openhr catsa",3,4,4,,10,I,"Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"openhr catsa",3,9,9,Imágenes,10,I,"Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/podcast-openhr,0,0,0
"trabajar en recursos humanos sin carrera",5,78,,,70,I,"Reseñas, Vídeo, Preguntas relacionadas, Vistas creadas con IA, Búsquedas relacionadas",0.22,1.04,https://www.openhr.cloud/blog/recursos-humanos-funciones-dentro-de-la-empresa,0,0,0
"que significa staff en un organigrama",8,89,89,,10,I,"Fragmentos destacados, Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"portal del empleado gestiona",7,36,36,Reseñas,70,I,"Reseñas, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0.05,0.65,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"compensados significado",18,22,22,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Panel de información, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/compensacion-beneficios-que-es-y-su-importancia,0,0,0
